idx,idx_Top10,idx_original,Original_ID,synset,Name,ILSVRC2012_ID,WNID,Words,Img_Name,HHI_Score,Top3_sum,Top5_sum,child,L1.class,L2.class,L3.class,L4.class,L5.class
5417,26260,27453,595,n03814639,Neck Brace,595,n03814639,neck brace,ILSVRC2012_val_00027454.JPEG,9551.124408,97.77757973,97.804828,Neck_Brace,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5418,26262,27455,716,n02892201,Brass,716,n02892201,"brass, memorial tablet, plaque",ILSVRC2012_val_00027456.JPEG,8821.747548,95.06704532,95.41504288,Brass,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5419,26264,27457,342,n02992211,Cello,342,n02992211,"cello, violoncello",ILSVRC2012_val_00027458.JPEG,9732.255222,98.95330681,98.97705685,Cello,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5420,26271,27464,534,n04009552,Projector,534,n04009552,projector,ILSVRC2012_val_00027465.JPEG,5665.971258,90.9898873,93.2785227,Projector,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5421,26275,27469,791,n06785654,Crossword Puzzle,791,n06785654,"crossword puzzle, crossword",ILSVRC2012_val_00027470.JPEG,10000,100.0000001,100.0000001,Crossword_Puzzle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5422,26278,27472,276,n03445924,Golfcart,276,n03445924,"golfcart, golf cart",ILSVRC2012_val_00027473.JPEG,9921.822057,99.69823451,99.70706224,Golfcart,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5423,26281,27476,941,n02834397,Bib,941,n02834397,bib,ILSVRC2012_val_00027477.JPEG,2156.284678,76.026308,80.9046388,Bib,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5424,26282,27477,412,n01824575,Coucal,412,n01824575,coucal,ILSVRC2012_val_00027478.JPEG,8967.486677,95.09456843,95.34615519,Coucal,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5425,26295,27491,4,n02096294,Australian Terrier,4,n02096294,Australian terrier,ILSVRC2012_val_00027492.JPEG,7025.714342,89.3892449,91.43982205,Australian_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5426,26300,27496,205,n02114367,Timber Wolf,205,n02114367,"timber wolf, grey wolf, gray wolf, Canis lupus",ILSVRC2012_val_00027497.JPEG,4122.482166,76.0978436,81.8674584,Timber_Wolf,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5427,26303,27499,453,n02607072,Anemone Fish,453,n02607072,anemone fish,ILSVRC2012_val_00027500.JPEG,7907.258389,91.386637,91.80327017,Anemone_Fish,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5428,26313,27509,169,n02510455,Giant Panda,169,n02510455,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",ILSVRC2012_val_00027510.JPEG,702.4017558,41.283949,51.2622102,Giant_Panda,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5429,26314,27510,159,n02120079,Arctic Fox,159,n02120079,"Arctic fox, white fox, Alopex lagopus",ILSVRC2012_val_00027511.JPEG,7851.269317,90.55692644,91.18368899,Arctic_Fox,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5430,26316,27513,442,n01484850,Great White Shark,442,n01484850,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",ILSVRC2012_val_00027514.JPEG,8921.998653,97.86532265,97.90971856,Great_White_Shark,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5431,26318,27515,876,n04118538,Rugby Ball,876,n04118538,rugby ball,ILSVRC2012_val_00027516.JPEG,5958.285485,77.62430772,77.96362561,Rugby_Ball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5432,26321,27518,400,n01622779,Great Grey Owl,400,n01622779,"great grey owl, great gray owl, Strix nebulosa",ILSVRC2012_val_00027519.JPEG,9077.926717,95.33930145,95.390942,Great_Grey_Owl,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5433,26328,27525,150,n02101388,Brittany Spaniel,150,n02101388,Brittany spaniel,ILSVRC2012_val_00027526.JPEG,3383.846977,82.8785316,84.09192552,Brittany_Spaniel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5434,26334,27531,654,n01945685,Slug,654,n01945685,slug,ILSVRC2012_val_00027532.JPEG,8603.174056,94.82032325,95.68327038,Slug,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5435,26335,27532,941,n02834397,Bib,941,n02834397,bib,ILSVRC2012_val_00027533.JPEG,9981.490682,99.9199623,99.92639468,Bib,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5436,26343,27540,909,n02808304,Bath Towel,909,n02808304,bath towel,ILSVRC2012_val_00027541.JPEG,9798.023653,99.34529112,99.42606686,Bath_Towel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5437,26344,27541,760,n04120489,Running Shoe,760,n04120489,running shoe,ILSVRC2012_val_00027542.JPEG,9948.923279,99.78267809,99.79308441,Running_Shoe,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5438,26351,27548,212,n02444819,Otter,212,n02444819,otter,ILSVRC2012_val_00027549.JPEG,8586.613864,95.74822376,96.06112405,Otter,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5439,26354,27552,275,n03444034,Go-Kart,275,n03444034,go-kart,ILSVRC2012_val_00027553.JPEG,8871.54182,94.313536,94.40354224,Go-Kart,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5440,26361,27560,815,n04599235,Wool,815,n04599235,"wool, woolen, woollen",ILSVRC2012_val_00027561.JPEG,9386.934205,97.27309001,97.33347069,Wool,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5441,26364,27564,741,n07717410,Acorn Squash,741,n07717410,acorn squash,ILSVRC2012_val_00027565.JPEG,353.6391526,26.6357885,35.3794744,Acorn_Squash,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5442,26366,27566,381,n03967562,Plow,381,n03967562,"plow, plough",ILSVRC2012_val_00027567.JPEG,3712.112521,81.0162114,83.4393508,Plow,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5443,26369,27569,398,n01614925,Bald Eagle,398,n01614925,"bald eagle, American eagle, Haliaeetus leucocephalus",ILSVRC2012_val_00027570.JPEG,8549.106833,92.88691543,93.00599321,Bald_Eagle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5444,26371,27571,595,n03814639,Neck Brace,595,n03814639,neck brace,ILSVRC2012_val_00027572.JPEG,9810.60027,99.07714303,99.09777132,Neck_Brace,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5445,26376,27577,557,n04243546,Slot,557,n04243546,"slot, one-armed bandit",ILSVRC2012_val_00027578.JPEG,8690.945014,94.74994127,95.35680629,Slot,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5446,26381,27582,124,n02106030,Collie,124,n02106030,collie,ILSVRC2012_val_00027583.JPEG,4387.969328,92.51597196,92.71828119,Collie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5447,26384,27585,622,n02165456,Ladybug,622,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",ILSVRC2012_val_00027586.JPEG,8868.260766,97.02381453,97.09108552,Ladybug,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5448,26387,27589,691,n03788195,Mosque,691,n03788195,mosque,ILSVRC2012_val_00027590.JPEG,9318.847458,96.68065608,96.75012503,Mosque,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5449,26391,27593,676,n04270147,Spatula,676,n04270147,spatula,ILSVRC2012_val_00027594.JPEG,507.0229909,31.781615,37.6838037,Spatula,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5450,26394,27596,565,n03944341,Pinwheel,565,n03944341,pinwheel,ILSVRC2012_val_00027597.JPEG,9845.869447,99.3202895,99.34460274,Pinwheel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5451,26395,27597,483,n01737021,Water Snake,483,n01737021,water snake,ILSVRC2012_val_00027598.JPEG,9368.390352,97.26247616,97.43924876,Water_Snake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5452,26402,27605,381,n03967562,Plow,381,n03967562,"plow, plough",ILSVRC2012_val_00027606.JPEG,4849.766915,94.8244121,97.03006357,Plow,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5453,26403,27606,350,n03494278,Harmonica,350,n03494278,"harmonica, mouth organ, harp, mouth harp",ILSVRC2012_val_00027607.JPEG,1735.03726,45.4327113,48.7428362,Harmonica,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5454,26406,27609,381,n03967562,Plow,381,n03967562,"plow, plough",ILSVRC2012_val_00027610.JPEG,8144.398867,95.8533029,96.71314903,Plow,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5455,26407,27610,878,n13044778,Earthstar,878,n13044778,earthstar,ILSVRC2012_val_00027611.JPEG,9917.697671,99.67495656,99.71067323,Earthstar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5456,26412,27615,876,n04118538,Rugby Ball,876,n04118538,rugby ball,ILSVRC2012_val_00027616.JPEG,8599.186528,93.68461022,93.8161286,Rugby_Ball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5457,26416,27619,254,n02835271,Bicycle-Built-For-Two,254,n02835271,"bicycle-built-for-two, tandem bicycle, tandem",ILSVRC2012_val_00027620.JPEG,9280.156631,97.40962926,97.51692432,Bicycle-Built-For-Two,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5458,26419,27623,815,n04599235,Wool,815,n04599235,"wool, woolen, woollen",ILSVRC2012_val_00027624.JPEG,3811.284441,84.8668023,85.35664326,Wool,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5459,26433,27637,592,n03590841,Jack-O'-Lantern,592,n03590841,jack-o'-lantern,ILSVRC2012_val_00027638.JPEG,6620.770224,82.20453609,82.63853162,Jack-O'-Lantern,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5460,26434,27638,921,n03871628,Packet,921,n03871628,packet,ILSVRC2012_val_00027639.JPEG,8734.335421,95.19030235,95.72520467,Packet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5461,26438,27642,97,n02105505,Komondor,97,n02105505,komondor,ILSVRC2012_val_00027643.JPEG,9529.890668,97.81953781,97.89435075,Komondor,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5462,26440,27644,993,n07697313,Cheeseburger,993,n07697313,cheeseburger,ILSVRC2012_val_00027645.JPEG,8916.900969,98.05917122,98.16000315,Cheeseburger,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
5463,26443,27647,831,n04591713,Wine Bottle,831,n04591713,wine bottle,ILSVRC2012_val_00027648.JPEG,488.6164473,29.6080954,36.0456336,Wine_Bottle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5464,26444,27648,292,n04509417,Unicycle,292,n04509417,"unicycle, monocycle",ILSVRC2012_val_00027649.JPEG,8017.943518,95.13538898,95.37588556,Unicycle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5465,26448,27652,793,n07613480,Trifle,793,n07613480,trifle,ILSVRC2012_val_00027653.JPEG,9509.831031,97.58070027,97.62140388,Trifle,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
5466,26449,27653,326,n07768694,Pomegranate,326,n07768694,pomegranate,ILSVRC2012_val_00027654.JPEG,9776.51471,98.98724583,99.04932306,Pomegranate,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5467,26450,27654,658,n02321529,Sea Cucumber,658,n02321529,"sea cucumber, holothurian",ILSVRC2012_val_00027655.JPEG,1979.587389,63.0715157,66.2549525,Sea_Cucumber,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5468,26456,27660,101,n02364673,Guinea Pig,101,n02364673,"guinea pig, Cavia cobaya",ILSVRC2012_val_00027661.JPEG,9799.51402,99.33271363,99.34327144,Guinea_Pig,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5469,26457,27661,992,n09229709,Bubble,992,n09229709,bubble,ILSVRC2012_val_00027662.JPEG,9951.215018,99.87825262,99.90198634,Bubble,entity.n.01,abstraction.n.06,attribute.n.02,shape.n.02,round_shape.n.01
5470,26466,27671,946,n03733805,Measuring Cup,946,n03733805,measuring cup,ILSVRC2012_val_00027672.JPEG,9155.178777,99.4328701,99.569337,Measuring_Cup,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5471,26474,27679,477,n01728572,Thunder Snake,477,n01728572,"thunder snake, worm snake, Carphophis amoenus",ILSVRC2012_val_00027680.JPEG,9537.529322,98.46602565,98.52725638,Thunder_Snake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5472,26476,27681,77,n02090721,Irish Wolfhound,77,n02090721,Irish wolfhound,ILSVRC2012_val_00027682.JPEG,978.0072228,48.584841,53.4292221,Irish_Wolfhound,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5473,26479,27684,925,n04259630,Sombrero,925,n04259630,sombrero,ILSVRC2012_val_00027685.JPEG,9938.684117,99.79053588,99.79319777,Sombrero,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5474,26482,27687,839,n02843684,Birdhouse,839,n02843684,birdhouse,ILSVRC2012_val_00027688.JPEG,9224.183457,97.38270848,97.46677878,Birdhouse,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5475,26492,27697,552,n03832673,Notebook,552,n03832673,"notebook, notebook computer",ILSVRC2012_val_00027698.JPEG,4025.119015,88.7104515,90.12067927,Notebook,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5476,26494,27699,474,n01704323,Triceratops,474,n01704323,triceratops,ILSVRC2012_val_00027700.JPEG,9819.389319,99.4386361,99.50812605,Triceratops,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5477,26506,27711,994,n03888605,Parallel Bars,994,n03888605,"parallel bars, bars",ILSVRC2012_val_00027712.JPEG,8088.624696,99.6677013,99.6811805,Parallel_Bars,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5478,26509,27714,683,n02793495,Barn,683,n02793495,barn,ILSVRC2012_val_00027715.JPEG,9607.551169,98.12005392,98.20032835,Barn,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5479,26511,27716,628,n02177972,Weevil,628,n02177972,weevil,ILSVRC2012_val_00027717.JPEG,4271.728319,68.6540734,71.020992,Weevil,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5480,26513,27718,741,n07717410,Acorn Squash,741,n07717410,acorn squash,ILSVRC2012_val_00027719.JPEG,3413.313587,86.4927552,86.98929208,Acorn_Squash,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5481,26516,27721,105,n02090622,Borzoi,105,n02090622,"borzoi, Russian wolfhound",ILSVRC2012_val_00027722.JPEG,8916.079649,95.55745505,95.85076107,Borzoi,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5482,26518,27723,458,n01664065,Loggerhead,458,n01664065,"loggerhead, loggerhead turtle, Caretta caretta",ILSVRC2012_val_00027724.JPEG,4144.130993,73.1190197,76.5681988,Loggerhead,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5483,26522,27728,902,n03000247,Chain Mail,902,n03000247,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",ILSVRC2012_val_00027729.JPEG,9815.178605,99.41181255,99.46135904,Chain_Mail,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5484,26524,27730,433,n02025239,Ruddy Turnstone,433,n02025239,"ruddy turnstone, Arenaria interpres",ILSVRC2012_val_00027731.JPEG,9433.82628,97.19652775,97.25447549,Ruddy_Turnstone,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5485,26525,27731,986,n04254777,Sock,986,n04254777,sock,ILSVRC2012_val_00027732.JPEG,2556.119006,76.4023777,80.364017,Sock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5486,26528,27734,929,n02979186,Cassette Player,929,n02979186,cassette player,ILSVRC2012_val_00027735.JPEG,4266.797768,88.301672,91.9070133,Cassette_Player,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5487,26529,27735,201,n02127052,Lynx,201,n02127052,"lynx, catamount",ILSVRC2012_val_00027736.JPEG,8745.266255,93.9524705,94.28016811,Lynx,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5488,26530,27736,418,n01847000,Drake,418,n01847000,drake,ILSVRC2012_val_00027737.JPEG,8195.487988,90.84709203,90.98599174,Drake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5489,26533,27739,982,n10565667,Scuba Diver,982,n10565667,scuba diver,ILSVRC2012_val_00027740.JPEG,4456.79164,77.541199,79.20061654,Scuba_Diver,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5490,26537,27743,319,n07747607,Orange,319,n07747607,orange,ILSVRC2012_val_00027744.JPEG,4299.426845,78.2793562,80.0970715,Orange,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5491,26541,27747,565,n03944341,Pinwheel,565,n03944341,pinwheel,ILSVRC2012_val_00027748.JPEG,9965.931586,99.85460529,99.85940364,Pinwheel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5492,26545,27751,504,n03876231,Paintbrush,504,n03876231,paintbrush,ILSVRC2012_val_00027752.JPEG,9823.686123,99.61422452,99.69687369,Paintbrush,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5493,26546,27752,282,n04461696,Tow Truck,282,n04461696,"tow truck, tow car, wrecker",ILSVRC2012_val_00027753.JPEG,4667.695403,77.1865226,81.7467698,Tow_Truck,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5494,26552,27758,950,n04204238,Shopping Basket,950,n04204238,shopping basket,ILSVRC2012_val_00027759.JPEG,9751.935099,99.3031517,99.40525727,Shopping_Basket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5495,26556,27762,211,n02106662,German Shepherd,211,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian",ILSVRC2012_val_00027763.JPEG,2369.933799,74.390084,77.6596588,German_Shepherd,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5496,26561,27767,905,n02795169,Barrel,905,n02795169,"barrel, cask",ILSVRC2012_val_00027768.JPEG,1057.147854,48.515605,59.9836347,Barrel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5497,26566,27772,478,n01728920,Ringneck Snake,478,n01728920,"ringneck snake, ring-necked snake, ring snake",ILSVRC2012_val_00027773.JPEG,2278.385594,67.3553866,73.9286056,Ringneck_Snake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5498,26575,27782,887,n02917067,Bullet Train,887,n02917067,"bullet train, bullet",ILSVRC2012_val_00027783.JPEG,9809.300808,99.20401229,99.23059716,Bullet_Train,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5499,26587,27794,268,n03100240,Convertible,268,n03100240,convertible,ILSVRC2012_val_00027795.JPEG,9600.672414,98.40297737,98.49037703,Convertible,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5500,26600,27807,891,n02966687,Carpenter'S Kit,891,n02966687,"carpenter's kit, tool kit",ILSVRC2012_val_00027808.JPEG,4390.768008,93.49416107,93.73306961,Carpenter'S_Kit,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5501,26608,27815,421,n01860187,Black Swan,421,n01860187,"black swan, Cygnus atratus",ILSVRC2012_val_00027816.JPEG,9486.404593,97.68211516,97.77711567,Black_Swan,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5502,26611,27818,121,n02437312,Arabian Camel,121,n02437312,"Arabian camel, dromedary, Camelus dromedarius",ILSVRC2012_val_00027819.JPEG,8772.163528,94.14474714,94.36131406,Arabian_Camel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5503,26625,27833,54,n02488702,Colobus,54,n02488702,"colobus, colobus monkey",ILSVRC2012_val_00027834.JPEG,1859.632055,67.383593,74.8865721,Colobus,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5504,26629,27837,69,n02086079,Pekinese,69,n02086079,"Pekinese, Pekingese, Peke",ILSVRC2012_val_00027838.JPEG,3684.5453,67.2691141,68.6159023,Pekinese,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5505,26632,27840,312,n04447861,Toilet Seat,312,n04447861,toilet seat,ILSVRC2012_val_00027841.JPEG,9890.758261,99.70373551,99.72531314,Toilet_Seat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5506,26633,27841,1,n02119789,Kit Fox,1,n02119789,"kit fox, Vulpes macrotis",ILSVRC2012_val_00027842.JPEG,8105.403914,96.0064877,96.21233807,Kit_Fox,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5507,26637,27846,918,n03630383,Lab Coat,918,n03630383,"lab coat, laboratory coat",ILSVRC2012_val_00027847.JPEG,902.4767219,40.3643264,46.8091818,Lab_Coat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5508,26642,27851,809,n04141327,Scabbard,809,n04141327,scabbard,ILSVRC2012_val_00027852.JPEG,1409.144195,53.485484,59.6637278,Scabbard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5509,26644,27853,979,n03047690,Clog,979,n03047690,"clog, geta, patten, sabot",ILSVRC2012_val_00027854.JPEG,9948.497936,99.78527936,99.81250313,Clog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5510,26650,27859,33,n02096051,Airedale,33,n02096051,"Airedale, Airedale terrier",ILSVRC2012_val_00027860.JPEG,7648.790053,89.09945355,89.46335763,Airedale,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5511,26652,27861,70,n02112706,Brabancon Griffon,70,n02112706,Brabancon griffon,ILSVRC2012_val_00027862.JPEG,9293.556103,96.60941619,96.68700371,Brabancon_Griffon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5512,26653,27862,987,n02988304,Cd Player,987,n02988304,CD player,ILSVRC2012_val_00027863.JPEG,3604.208561,82.354868,87.54157097,Cd_Player,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5513,26659,27869,399,n01616318,Vulture,399,n01616318,vulture,ILSVRC2012_val_00027870.JPEG,9192.046863,96.19014437,96.32769182,Vulture,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5514,26662,27872,976,n04033995,Quilt,976,n04033995,"quilt, comforter, comfort, puff",ILSVRC2012_val_00027873.JPEG,2709.734535,64.2172831,67.9153915,Quilt,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5515,26669,27881,81,n02412080,Ram,81,n02412080,"ram, tup",ILSVRC2012_val_00027882.JPEG,9373.203371,98.0017965,98.02568057,Ram,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5516,26676,27889,764,n03777754,Modem,764,n03777754,modem,ILSVRC2012_val_00027890.JPEG,1508.595329,53.67908,58.8789459,Modem,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5517,26678,27891,284,n03796401,Moving Van,284,n03796401,moving van,ILSVRC2012_val_00027892.JPEG,8025.516333,92.0729861,92.9884964,Moving_Van,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5518,26680,27893,930,n06596364,Comic Book,930,n06596364,comic book,ILSVRC2012_val_00027894.JPEG,1266.380574,54.0985574,66.4510954,Comic_Book,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5519,26684,27897,164,n02328150,Angora,164,n02328150,"Angora, Angora rabbit",ILSVRC2012_val_00027898.JPEG,7705.76095,95.9905989,96.22881473,Angora,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5520,26692,27905,10,n02123394,Persian Cat,10,n02123394,Persian cat,ILSVRC2012_val_00027906.JPEG,9414.14965,97.20189427,97.27646772,Persian_Cat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5521,26700,27913,40,n02443484,Black-Footed Ferret,40,n02443484,"black-footed ferret, ferret, Mustela nigripes",ILSVRC2012_val_00027914.JPEG,4926.763988,94.726376,95.23832269,Black-Footed_Ferret,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5522,26701,27914,735,n07720875,Bell Pepper,735,n07720875,bell pepper,ILSVRC2012_val_00027915.JPEG,8408.825909,91.83227135,91.95628109,Bell_Pepper,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5523,26703,27916,661,n03761084,Microwave,661,n03761084,"microwave, microwave oven",ILSVRC2012_val_00027917.JPEG,3803.959236,89.0598522,91.6053391,Microwave,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5524,26712,27925,422,n02002556,White Stork,422,n02002556,"white stork, Ciconia ciconia",ILSVRC2012_val_00027926.JPEG,8618.970441,95.45908361,95.56257184,White_Stork,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5525,26717,27930,497,n01632458,Spotted Salamander,497,n01632458,"spotted salamander, Ambystoma maculatum",ILSVRC2012_val_00027931.JPEG,8621.484383,93.5501586,93.68620189,Spotted_Salamander,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
5526,26730,27943,320,n07749582,Lemon,320,n07749582,lemon,ILSVRC2012_val_00027944.JPEG,7938.914725,94.039503,94.46031795,Lemon,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
5527,26731,27944,548,n02977058,Cash Machine,548,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",ILSVRC2012_val_00027945.JPEG,8627.631993,93.04414026,93.16253484,Cash_Machine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
5528,26733,27946,127,n02110627,Affenpinscher,127,n02110627,"affenpinscher, monkey pinscher, monkey dog",ILSVRC2012_val_00027947.JPEG,8942.590856,97.4334534,97.60025924,Affenpinscher,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
